AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,SpatialLocation,rowguid,ModifiedDate
16,40 Ellis St.,,Bothell,79,98011,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00g\xa8\x91\x89\x89\x8a^\xc0\xf7nE\xef\xc9\xdcG@',0312B65F-CB60-4396-9EC7-A78B2EAC1A1B,2012-11-08 23:00:00
17,6696 Anchor Drive,,Bothell,79,98011,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbc&*\n\x03\x90^\xc0\x03Lu\xe4\x02\xdeG@',CE9B3B47-9267-4727-BCD2-687C47482C06,2013-11-07 23:00:00
18,1873 Lion Circle,,Bothell,79,98011,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00_\xf3\x07\xd2G\x84^\xc0!\x9dd\xae\x1f\xe4G@',963854F7-E3CB-46A1-A3DB-1B05F71D6473,2013-11-29 23:00:00
19,3148 Rose Street,,Bothell,79,98011,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00}\xdb\xb3\xc1D\x96^\xc0\x81:\r_\x9f\xdeG@',6B7ACB0F-CDBF-44FD-BA14-EB08A56C1582,2014-04-02 22:00:00
20,6872 Thornwood Dr.,,Bothell,79,98011,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00H;\xaf\x1b\xf9\x88^\xc0\x03Lu\xe4\x02\xdeG@',4B1F1ED4-97A4-43FD-BB1E-9E05817718E8,2009-02-04 23:00:00
21,5747 Shirley Drive,,Bothell,79,98011,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8eO4-\xef\x81^\xc0\xeb\x91\x15\xfa\x90\xdbG@',D83299D7-A0F4-4055-9BD5-5908E245D757,2009-02-10 23:00:00
22,636 Vine Hill Way,,Portland,58,97205,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xddzR\xc8\xd3\xa7^\xc0\xb5[\x85#\x18\xc3F@',7F641525-2704-4F73-9D8A-EB062CFBFA3C,2011-05-23 22:00:00
23,6657 Sand Pointe Lane,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9fX:.\xe9\x97^\xc0\x9f\x07\xfdXb\xddG@',B991568F-5096-4A92-B25C-1A3E4D2ACC66,2009-01-14 23:00:00
24,80 Sunview Terrace,,Duluth,36,55802,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00Y\xf1\xe1\xd0\xb3\x04W\xc0\x04UJ}\xd5fG@',BE07D3C8-6E58-4670-9DA9-151AB6D3D620,2011-05-23 22:00:00
25,9178 Jumping St.,,Dallas,73,75201,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00:\x0f\x06Sf1X\xc0\x10\xa8\x10\xd1\x88b@@',C8DF3BD9-48F0-4654-A8DD-14A67A84D3C6,2012-07-30 22:00:00
26,5725 Glaze Drive,,San Francisco,9,94109,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe3\x8a\x86\xb1$\x9a^\xc0\xfe8\x83\xfdZ\xe1B@',77415959-A4EE-4DA6-86F9-70C097560005,2011-05-23 22:00:00
27,2487 Riverside Drive,,Nevada,74,84407,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x0c\x0b\x98\xabW\xfa[\xc0P\xec\xc74L\xa0D@',C1D0F3B0-6B2A-4388-8861-48F44D8270A1,2011-05-23 22:00:00
28,9228 Via Del Sol,,Phoenix,6,85004,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00M\x9d.\xdc\x02\x0e\\\xc0\xce\xea\xd6\x88\x94\xd4@@',12AE5EE1-FC3E-468B-9B92-3B970B169774,2011-07-31 22:00:00
29,8291 Crossbow Way,,Memphis,72,38103,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1c\x83\x88\xae<\x8aV\xc0z\xedc,\x1d\x96A@'",7CC794AD-1822-412B-AB94-337A89A1D0C9,2011-05-23 22:00:00
30,9707 Coldwater Drive,,Orlando,15,32804,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x89\xa0\xf6r\x1cRT\xc0\x90\xc1\x0fc\x01\x9f<@',7431591F-36C1-4A65-B722-0E006DB73557,2011-06-30 22:00:00
31,9100 Sheppard Avenue North,,Ottawa,57,K4B 1T7,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00q_;\xdet\xd6R\xc0\xfey\r\xe1\x02\xa8F@',644DEA26-E6FD-4019-85E6-35364DDAB0CC,2011-05-23 22:00:00
32,26910 Indela Road,,Montreal,63,H1Y 2H5,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xcd*\x07\xb9\x0eaR\xc00\xd3\xfdFO\xcaF@',84A95F62-3AE8-4E7E-BBD5-5A6F00CD982D,2012-06-29 22:00:00
33,10203 Acorn Avenue,,Calgary,1,T2P 2G8,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbaa\xb7\xd3\x81y\\\xc0\xb2\xf2\xfc.3\x8eI@',237986D3-0F02-4D59-9B2E-6B1A6B5A6185,2011-05-23 22:00:00
34,"94, rue Descartes",,Bordeaux,119,33000,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00`c#\x10\x12Q\xe3\xbf\x1f\x9a\xac\xd1\xb8bF@',57F25EED-0F07-43BA-83B4-5A4B398F4BF2,2013-12-21 09:09:29
35,Pascalstr 951,,Berlin,20,14111,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8a\xd70\x11\x1f\x9c*@\x07\x8d\x02\x11%HJ@',2985CF68-8155-45A3-B086-7B08BD4D46EF,2013-05-22 22:00:00
36,34 Waterloo Road,,Melbourne,77,3000,b'\x00\x00\x00\x00\x01\x01\x00\x00\x005\xb6<\xbe\xd3\x1eb@\x17\xc9\xc9\xd0\x93\xe6B\xc0',18E590A6-A500-48B5-B092-9E0B59816436,2013-05-22 22:00:00
37,Downshire Way,,Cambridge,14,BA5 3HX,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00n,\xa9\x8c\n\xf7\x04\xc0\xfdn\xcf7t\x98I@'",7F80F9CE-50F1-404B-8C18-7C95EE35A6EE,2012-05-22 22:00:00
38,8154 Via Mexico,,Detroit,35,48226,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x86\xe5\x92E\x7f\xc9T\xc0=ZAC\x830E@',BD54F2AD-157A-4491-9F05-CC1D5A492CF1,2011-05-23 22:00:00
39,3997 Via De Luna,,Cambridge,30,02139,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe6Jq\xe2\x8a\xcbQ\xc0t\x13'\x05\xe7+E@""",A5A9AC6D-5488-4A15-A932-F6FA651093F7,2012-09-22 22:00:00
40,1902 Santa Cruz,,Bothell,79,98011,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00W\xb9G\x9cr\x8e^\xc0\x96\xd1\x9c>J\xe2G@',5A0C5C47-18BE-420B-89BA-D39878160D80,2010-01-31 23:00:00
41,793 Crawford Street,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd1h\x0c-\xc3\x8a^\xc0\xf8\x9d\x8axF\xe8G@',58F28FFB-BE74-47F9-AEC0-D5771026ED8F,2014-03-24 23:00:00
42,463 H Stagecoach Rd.,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00-\xcb\x06\xc6\xd9\x86^\xc0\x1b\xf0e\x93\xf0\xe0G@',782C540D-3EAD-4D15-B170-E60616CF125B,2009-01-19 23:00:00
43,5203 Virginia Lane,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00)\x90p\x9d2\x89^\xc0 \xd3\xdf\x97\xb7\xdfG@',E210A601-42B9-4313-979D-4BCCA6144343,2010-02-12 23:00:00
44,4095 Cooper Dr.,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x14i\x81\xd2\xee\x94^\xc0\x15\r\xec\x8e)\xe2G@',E6A218AE-516C-4CD6-A0A9-105FCD46994B,2008-12-26 23:00:00
45,6697 Ridge Park Drive,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x14i\x81\xd2\xee\x94^\xc0B%\xbb\xb2a\xd8G@',95A73034-BD61-4349-B337-02D647C88CDD,2008-11-24 23:00:00
46,5669 Ironwood Way,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc9\xf2\xdf\xdbt\x8f^\xc0v\xacM\xf6\xe2\xe8G@',8FD29F31-EB25-4EC7-9258-FEF7160119C0,2009-01-28 23:00:00
47,8192 Seagull Court,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00yA\xa8\xbcS\x8c^\xc0\x04d~\x81\xd4\xe5G@',3DE1BDE3-FF37-4992-B50E-E12D5E247132,2009-01-10 23:00:00
48,5553 Cash Avenue,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00u\x06\x12\x94\xac\x8e^\xc0\xc03~0\xfe\xd8G@',1875165E-D9E4-414F-8FCB-6A8720625443,2014-01-30 23:00:00
49,7048 Laurel,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc9\xf2\xdf\xdbt\x8f^\xc0\x1b\xf0e\x93\xf0\xe0G@',C172E367-E6E6-4200-8865-12902022B891,2009-01-31 23:00:00
50,25 95th Ave NE,,Kenmore,79,98028,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbcA\x1db\x7f\x96^\xc0\tG\xf8\x85\x9b\xe4G@',8AD42881-A81B-4A4D-95C2-6D34A55F3BC9,2009-02-05 23:00:00
51,3280 Pheasant Circle,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x14\xb8\xb3\xd8\xfe\x91^\xc0\xe3\x94\xe9\xd5\x01\xe2G@',D40AA5FF-462B-4322-9C67-C7B5F468E6E3,2008-11-29 23:00:00
52,4231 Spar Court,,Snohomish,79,98296,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00}\x89\xea\xd8\xcd\x80^\xc0\x18,8\xb7+\xe0G@'",19801401-913F-45FA-A7D3-8573F35202E7,2009-01-19 23:00:00
53,1285 Greenbrier Street,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x03\xca\xcb\xfb%\x83^\xc09\xdbt\xcb\xb2\xf0G@',D08E2B94-FFC3-44F6-B926-ECD76F0360F6,2008-12-27 23:00:00
54,5724 Victory Lane,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x89\n\xad\x1e~\x85^\xc09\xdbt\xcb\xb2\xf0G@',AEB2271B-A9E9-454E-B04B-8A3B91014463,2010-01-28 23:00:00
55,591 Merriewood Drive,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00ra\xb0{\xbe\x8b^\xc0\x10@\xa9ay\xefG@',AB314668-EACD-4440-9832-CCCF2B187078,2009-02-15 23:00:00
56,3114 Notre Dame Ave.,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00r\x08(\x93\x1d|^\xc0\x10@\xa9ay\xefG@',E7A29CE5-7EC6-4E64-9480-0C166297B6A5,2013-11-28 23:00:00
57,7230 Vine Maple Street,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00ra\xb0{\xbe\x8b^\xc0\xa5\r\x8f\x16\x16\xf0G@',2C5FE85E-796E-4666-B449-9CFDFA870058,2009-01-21 23:00:00
58,2601 Cambridge Drive,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8ew\xd2\xb5\xa6\x8f^\xc0C\xcf\xfd1\x84\xe7G@',44668102-3C93-4005-BAAB-E14D351D1522,2008-12-04 23:00:00
59,2115 Passing,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00wuM*F\x86^\xc0\xda\xa4\xdd\xf7?\xeeG@',77923F90-FCCD-40AE-8C51-52A2267A5A61,2008-11-29 23:00:00
60,4852 Chaparral Court,,Snohomish,79,98296,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe6\xb3\xa9\xc1=\x7f^\xc0xfL\x13\xae\xe5G@',5457D27A-52B3-4150-87EA-96B42645AB01,2009-12-24 23:00:00
61,7726 Driftwood Drive,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00l\x86\xcc\xd65x^\xc0\xc4@\xa3\x86\xac\xe8G@',07373E01-BD99-405A-996A-AB68984423C3,2006-06-22 22:00:00
62,3841 Silver Oaks Place,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x94\x9b\xc7\x04\xea\x83^\xc0\xc5n#\xcch\xefG@',851AA003-2D0F-4165-A54B-A13D9B86924A,2008-11-26 23:00:00
63,9652 Los Angeles,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00DxeT\xc5y^\xc0\xc4@\xa3\x86\xac\xe8G@',E031CC1E-3E82-4338-B590-5FE91242DEFF,2009-01-26 23:00:00
64,4566 La Jolla,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbb\xa9.\x87Z\x82^\xc0\x82\x7f#\xce\xdb\xf1G@',39EFCF68-25CA-4B41-9882-A91F8FC2EC62,2009-01-07 23:00:00
65,1356 Grove Way,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x006\x06-AA\x86^\xc0\x81Q\xa3\x88\x1f\xebG@',C9ED93AD-FE56-4A9E-86D0-E53DB70DB0CC,2009-02-13 23:00:00
66,4775 Kentucky Dr.,Unit E,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe5\xdb6\xe5\xd8n^\xc0\x9c<#\xc6\x0f\xe8G@',462876DD-B30C-4E9B-A0AD-67A0E14986C6,2014-05-26 22:00:00
67,4734 Sycamore Court,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00m\x8d`\x82y\x85^\xc0K{\xa3\r?\xf1G@',F6A0BC36-9C6E-4395-A7D5-8F31AD3775F4,2008-12-19 23:00:00
68,896 Southdale,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd6i\xfe\xd1T{^\xc0\xfa\x16\xa3\x01\x8d\xe2G@',BFF6C765-A8EA-4F40-9C87-43C8829EB396,2009-02-25 23:00:00
69,2275 Valley Blvd.,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00x\xd4c\x0e\xac}^\xc0YM#\xc8\x82\xeaG@',192987FC-CA4B-421A-8EA9-52ED8EED3D32,2009-01-13 23:00:00
70,1792 Belmont Rd.,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00l\x86\xcc\xd65x^\xc0\xaa\x83\xa3\x8ex\xf2G@',5F659DE9-3A31-41D5-BB92-EA0D34486C83,2008-12-01 23:00:00
71,5734 Ashford Court,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x93\x943Y\xa6v^\xc0\x070\xa3\x849\xe6G@',5CD0EDD1-7841-49C9-AEBB-69ED1CD2989C,2008-02-12 23:00:00
72,5030 Blue Ridge Dr.,,Monroe,79,98272,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xcb""\xfbE""\x83^\xc0#w#M\xa2\xf0G@'",51711CD3-947C-4666-882F-A50943E12339,2009-02-05 23:00:00
73,158 Walnut Ave,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa2\r\x00\x18nw^\xc0f8\xa3\x05s\xe7G@',2AD59424-B8FC-4957-82F7-62C11DD89235,2009-02-06 23:00:00
74,8310 Ridge Circle,,Monroe,79,98272,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00_85\x9f\xbfr^\xc0>\x90#\xd0N\xf4G@',82780FDB-8DF5-4334-9994-2D306ECC73E1,2008-11-29 23:00:00
75,3747 W. Landing Avenue,,Monroe,79,98272,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xf20b\xc8\x92\x81^\xc0""\x1b#\xc2)\xe3G@'",05524AB0-4696-4670-8D2F-580B6A5DF760,2009-02-27 23:00:00
76,2598 La Vista Circle,,Duvall,79,98019,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00,\xe22\xb5\xedh^\xc0\xb0\xea=\xb9h\xe3G@'",3661F140-8DE9-4C81-A54E-661E6C61A801,2009-02-02 23:00:00
77,9693 Mellowood Street,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00u \xd4YHr^\xc0-h\x99\xba\xaf\xe7G@',C83B3A62-3561-4378-B307-540451AC23BD,2008-02-19 23:00:00
78,1825 Corte Del Prado,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd1\xd0\xab\xb0\xf1o^\xc0\x1bp\x9eH>\xdaG@',86F8D7EA-AF62-4A35-8FC6-4278BCA608F1,2008-12-26 23:00:00
79,5086 Nottingham Place,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00-\x81\x83\x07\x9bm^\xc09\xf1\xe4\xfeh\xd8G@',83393058-231C-4D1E-863A-88385D126810,2010-01-16 23:00:00
80,3977 Central Avenue,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00v\xbf$\xac\xf5v^\xc0\x0b\xefW\x92\x13\xdcG@',30A7AD1E-78F0-4F04-83EE-2CD1C37D59A5,2009-02-01 23:00:00
81,8209 Green View Court,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa0\xfc\xeaB\xb5i^\xc0\x8fq\xfc\x90\xcc\xd7G@',41AE4C8A-1922-427A-B66F-3779639B0F42,2010-02-19 23:00:00
82,8463 Vista Avenue,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00b\xae\x9d\xa7\xf9}^\xc0\xa0i\xf7\x02>\xe5G@',C2AE1EA5-4F3C-413C-8810-4185EE46BB96,2009-02-20 23:00:00
83,5379 Treasure Island Way,# 14,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8e)\x05\xe3\x13z^\xc0-h\x99\xba\xaf\xe7G@',F229A37B-C8D9-4E4A-99BB-4D12715A2F5E,2009-02-03 23:00:00
84,3421 Bouncing Road,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x002y-\x8cj|^\xc0\xa0i\xf7\x02>\xe5G@',83B10347-08DC-4E5E-8A94-60DEB34D92A7,2008-11-30 23:00:00
85,991 Vista Verde,,Duvall,79,98019,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa5\xf4\x94\xc7\x84x^\xc0\xe5\xf1\x13#0\xd7G@',8EAB0498-EB64-4F80-AEDE-CA3735D4C097,2009-01-31 23:00:00
86,390 Ridgewood Ct.,,Carnation,79,98014,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xed)\xe1gaw^\xc0\x8bw?\xa1\xaf\xddG@',DAFBD136-5AC2-4F16-8D82-2BFFFD60B7A7,2008-12-19 23:00:00
87,1411 Ranch Drive,,Carnation,79,98014,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd42\x9d\x84\xb8y^\xc0\x86j`\xef>\xdbG@',B7AD6512-9B80-4FDB-8EBB-B9934B211CEA,2009-02-05 23:00:00
88,9666 Northridge Ct.,,Carnation,79,98014,b'\x00\x00\x00\x00\x01\x01\x00\x00\x007\x0f\xad\x11\\p^\xc0\xbc\xec|\xa2\xa7\xcfG@',FD316D3A-10F5-41D7-8CD9-7B1EAA851223,2008-11-30 23:00:00
89,3074 Arbor Drive,,Carnation,79,98014,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8aM\xd1\xda\xbd\x80^\xc0\x8aP\xa2\x8b]\xd6G@',BF8E2FBE-1BC0-4643-9764-2903C86438EC,2008-12-13 23:00:00
90,9752 Jeanne Circle,,Carnation,79,98014,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbc;Y\xa1\x0f|^\xc0\x8f]\x81=\xce\xd8G@',5582D57F-9E56-4D15-8633-633206D2A182,2010-01-08 23:00:00
91,7166 Brock Lane,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9a\x96\x89\xd6\x08\x99^\xc0\x87&\xb9\xb5\x0f\xcfG@',219725C5-2537-45DB-879D-CE160729EECE,2008-12-14 23:00:00
92,7126 Ending Ct.,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00b\x82\xbatJ\x8d^\xc0\x9aw\xbc\xe1#\xc7G@',DEDCAECB-19B4-4441-9BBB-BC758329F406,2007-12-18 23:00:00
93,4598 Manila Avenue,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00x\x9e\x0fd\xbb\x9d^\xc0v\x95~\xbc\xd7\xcdG@',058435DF-1143-4921-A47E-FD02E7F05EA7,2010-01-28 23:00:00
94,5666 Hazelnut Lane,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9a\x96\x89\xd6\x08\x99^\xc0v\x95~\xbc\xd7\xcdG@',1033EF53-1246-4830-878C-516D4697ED8B,2009-02-23 23:00:00
95,1220 Bradford Way,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00_>\xb2\xfcw\x97^\xc0\x01\x9e\xe4\xebO\xc5G@',EF7470D7-D3CE-4E30-AE81-6E1F7752134E,2008-12-07 23:00:00
96,5375 Clearland Circle,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x83F8\x8a*\x9c^\xc0\xa8H.\xa8\x7f\xd1G@',EF57EA2B-15FD-4887-90DC-77EC79AE67E9,2009-01-03 23:00:00
97,2639 Anchor Court,,Seattle,79,98104,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00g\xd6\xce\x07\x82\x8c^\xc0\xda\xfb\xdd\x93'\xd5G@""",9C3D0B0D-E3B3-4696-B0EB-A90356CB8ACC,2014-02-06 23:00:00
98,502 Alexander Pl.,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00p:\xef\xb5\x1e\x95^\xc0R\xb3@\x97\x8b\xd4G@',B3D67582-A180-42AD-BE0D-E8FAC4080354,2009-01-24 23:00:00
99,5802 Ampersand Drive,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00x\x9e\x0fd\xbb\x9d^\xc0cD{\x90\xc3\xd5G@',137CC1BA-089A-4E2D-91BF-7480802A7E00,2008-12-30 23:00:00
100,5125 Cotton Ct.,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00d\x92\xc6\x8f\xaf\x96^\xc0\xeb\x8c\x18\x8d_\xd6G@',AB6BCC20-67D3-4A26-BA02-CDC917C2DEE4,2009-02-02 23:00:00
101,3243 Buckingham Dr.,# 207,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00p:\xef\xb5\x1e\x95^\xc00\x91\xcb\xa4\x1b\xd2G@',0F1F79AB-54A1-4C6C-BEB7-E476E8521599,2009-02-14 23:00:00
102,3029 Pastime Dr,# 2,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb8J\xfb\xd0\x83\x9e^\xc0\x0foV\xb2\xab\xcfG@',5E77CA8D-72D4-4572-8F88-1A1A5A7969F0,2009-01-03 23:00:00
